Class;Method1;Method2;Type;Param1;Param2;Cloned text;Legit?
com.google.common.escape.ArrayBasedCharEscaper; ArrayBasedCharEscaper(Map replacementMap, char safeMin, char safeMax); ArrayBasedCharEscaper(ArrayBasedEscaperMap escaperMap, char safeMin, char safeMax);@param;char safeMin;char safeMin;the lowest character value in the safe range;true
com.google.common.escape.ArrayBasedCharEscaper; ArrayBasedCharEscaper(Map replacementMap, char safeMin, char safeMax); ArrayBasedCharEscaper(ArrayBasedEscaperMap escaperMap, char safeMin, char safeMax);@param;char safeMax;char safeMax;the highest character value in the safe range;true
com.google.common.collect.DiscreteDomain;C next(C value);C previous(C value);@param;C value;C value;any value of type C;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap of(K k1, V v1, K k2, V v2);ImmutableSortedMap of(K k1, V v1, K k2, V v2, K k3, V v3);Free text;;;Returns an immutable sorted map containing the given entries, sorted by the natural ordering of their keys. ;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap of(K k1, V v1, K k2, V v2);ImmutableSortedMap of(K k1, V v1, K k2, V v2, K k3, V v3, K k4, V v4);Free text;;;Returns an immutable sorted map containing the given entries, sorted by the natural ordering of their keys. ;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap of(K k1, V v1, K k2, V v2);ImmutableSortedMap of(K k1, V v1, K k2, V v2, K k3, V v3, K k4, V v4, K k5, V v5);Free text;;;Returns an immutable sorted map containing the given entries, sorted by the natural ordering of their keys. ;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap of(K k1, V v1, K k2, V v2, K k3, V v3);ImmutableSortedMap of(K k1, V v1, K k2, V v2, K k3, V v3, K k4, V v4);Whole;;;Returns an immutable sorted map containing the given entries, sorted by the natural ordering of their keys.    @throws if any two keys are equal according to their natural ordering;false
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap of(K k1, V v1, K k2, V v2, K k3, V v3);ImmutableSortedMap of(K k1, V v1, K k2, V v2, K k3, V v3, K k4, V v4, K k5, V v5);Whole;;;Returns an immutable sorted map containing the given entries, sorted by the natural ordering of their keys.    @throws if any two keys are equal according to their natural ordering;false
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap of(K k1, V v1, K k2, V v2, K k3, V v3);ImmutableSortedMap copyOf(Map map);@throws;;;if any two keys are equal according to their natural ordering;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap of(K k1, V v1, K k2, V v2, K k3, V v3, K k4, V v4);ImmutableSortedMap of(K k1, V v1, K k2, V v2, K k3, V v3, K k4, V v4, K k5, V v5);Whole;;;Returns an immutable sorted map containing the given entries, sorted by the natural ordering of their keys.    @throws if any two keys are equal according to their natural ordering;false
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap of(K k1, V v1, K k2, V v2, K k3, V v3, K k4, V v4);ImmutableSortedMap copyOf(Map map);@throws;;;if any two keys are equal according to their natural ordering;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap of(K k1, V v1, K k2, V v2, K k3, V v3, K k4, V v4, K k5, V v5);ImmutableSortedMap copyOf(Map map);@throws;;;if any two keys are equal according to their natural ordering;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap copyOf(Map map);ImmutableSortedMap copyOf(Map map, Comparator comparator);@throws;;;if any key or value in map is null;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap copyOf(Map map);ImmutableSortedMap copyOf(Iterable entries);@throws;;;if any key or value in map is null;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap copyOf(Map map);ImmutableSortedMap copyOf(Iterable entries, Comparator comparator);@throws;;;if any key or value in map is null;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap copyOf(Map map);ImmutableSortedMap copyOfSorted(SortedMap map);@throws;;;if any key or value in map is null;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap copyOf(Map map, Comparator comparator);ImmutableSortedMap copyOf(Iterable entries);@throws;;;if any key or value in map is null;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap copyOf(Map map, Comparator comparator);ImmutableSortedMap copyOf(Iterable entries);@throws;;;if any two keys are equal according to the comparator;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap copyOf(Map map, Comparator comparator);ImmutableSortedMap copyOf(Iterable entries, Comparator comparator);@throws;;;if any key or value in map is null;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap copyOf(Map map, Comparator comparator);ImmutableSortedMap copyOf(Iterable entries, Comparator comparator);@throws;;;if any two keys are equal according to the comparator;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap copyOf(Map map, Comparator comparator);ImmutableSortedMap copyOfSorted(SortedMap map);@throws;;;if any key or value in map is null;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap copyOf(Iterable entries);ImmutableSortedMap copyOf(Iterable entries, Comparator comparator);@throws;;;if any key or value in map is null;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap copyOf(Iterable entries);ImmutableSortedMap copyOf(Iterable entries, Comparator comparator);@throws;;;if any two keys are equal according to the comparator;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap copyOf(Iterable entries);ImmutableSortedMap copyOfSorted(SortedMap map);@throws;;;if any key or value in map is null;true
com.google.common.collect.ImmutableSortedMap;ImmutableSortedMap copyOf(Iterable entries, Comparator comparator);ImmutableSortedMap copyOfSorted(SortedMap map);@throws;;;if any key or value in map is null;true
com.google.common.collect.ImmutableSortedMap;Entry pollFirstEntry();Entry pollLastEntry();Whole;;;Guaranteed to throw an exception and leave the map unmodified.    @throws always;false
com.google.common.collect.Multiset;int add(E element, int occurrences);int remove(Object element, int occurrences);@return;;;the count of the element before the operation, possibly zero;false
com.google.common.collect.Multiset;int add(E element, int occurrences);int setCount(E element, int count);@return;;;the count of the element before the operation, possibly zero;false
com.google.common.collect.Multiset;int remove(Object element, int occurrences);int setCount(E element, int count);@return;;;the count of the element before the operation, possibly zero;false
com.google.common.collect.Multiset;int setCount(E element, int count);boolean setCount(E element, int oldCount, int newCount);@param;int count;int newCount;the desired count of the element in this multiset;true
com.google.common.collect.AbstractSetMultimap;Set get(K key);Set entries();Whole;;;{@inheritDoc} <p>Because a {@code SetMultimap} has unique values for a given key, this method returns a {@link Set}, instead of the {@link Collection} specified in the {@link Multimap} interface.    ;false
com.google.common.collect.AbstractSetMultimap;Set get(K key);Set removeAll(Object key);Whole;;;{@inheritDoc} <p>Because a {@code SetMultimap} has unique values for a given key, this method returns a {@link Set}, instead of the {@link Collection} specified in the {@link Multimap} interface.    ;false
com.google.common.collect.AbstractSetMultimap;Set entries();Set removeAll(Object key);Whole;;;{@inheritDoc} <p>Because a {@code SetMultimap} has unique values for a given key, this method returns a {@link Set}, instead of the {@link Collection} specified in the {@link Multimap} interface.    ;false
com.google.common.collect.Sets;HashSet newHashSetWithExpectedSize(int expectedSize);LinkedHashSet newLinkedHashSetWithExpectedSize(int expectedSize);@param;int expectedSize;int expectedSize;the number of elements you expect to add to the returned set;true
com.google.common.collect.Sets;HashSet newHashSetWithExpectedSize(int expectedSize);LinkedHashSet newLinkedHashSetWithExpectedSize(int expectedSize);@throws;;;if expectedSize is negative;true
com.google.common.collect.Sets;Set newConcurrentHashSet(Iterable elements);TreeSet newTreeSet(Iterable elements);@param;Iterable<? extends E> elements;Iterable<? extends E> elements;the elements that the set should contain;true
com.google.common.collect.Sets;LinkedHashSet newLinkedHashSet(Iterable elements);CopyOnWriteArraySet newCopyOnWriteArraySet(Iterable elements);@param;Iterable<? extends E> elements;Iterable<? extends E> elements;the elements that the set should contain, in order;true
com.google.common.collect.Sets;TreeSet newTreeSet();TreeSet newTreeSet(Comparator comparator);@return;;;a new, empty TreeSet;true
com.google.common.collect.Sets;Set cartesianProduct(List sets);Set cartesianProduct(Set sets);@return;;;the Cartesian product, as an immutable set containing immutable lists;true
com.google.common.collect.Sets;Set cartesianProduct(List sets);Set cartesianProduct(Set sets);@param;List<? extends Set<? extends B>> sets;Set<? extends B> sets;the sets to choose elements from, in the order that the elements chosen from those sets should appear in the resulting lists;true
com.google.common.collect.Sets;Set cartesianProduct(List sets);Set cartesianProduct(Set sets);@throws;;;if sets, any one of the sets, or any element of a provided set is null;true
com.google.common.collect.MapConstraints;Map constrainedMap(Map map, MapConstraint constraint);Multimap constrainedMultimap(Multimap multimap, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;Map constrainedMap(Map map, MapConstraint constraint);ListMultimap constrainedListMultimap(ListMultimap multimap, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;Map constrainedMap(Map map, MapConstraint constraint);SetMultimap constrainedSetMultimap(SetMultimap multimap, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;Map constrainedMap(Map map, MapConstraint constraint);SortedSetMultimap constrainedSortedSetMultimap(SortedSetMultimap multimap, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;Map constrainedMap(Map map, MapConstraint constraint);BiMap constrainedBiMap(BiMap map, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;Multimap constrainedMultimap(Multimap multimap, MapConstraint constraint);ListMultimap constrainedListMultimap(ListMultimap multimap, MapConstraint constraint);@param;Multimap<K,V> multimap;ListMultimap<K,V> multimap;the multimap to constrain;true
com.google.common.collect.MapConstraints;Multimap constrainedMultimap(Multimap multimap, MapConstraint constraint);ListMultimap constrainedListMultimap(ListMultimap multimap, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;Multimap constrainedMultimap(Multimap multimap, MapConstraint constraint);SetMultimap constrainedSetMultimap(SetMultimap multimap, MapConstraint constraint);@param;Multimap<K,V> multimap;SetMultimap<K,V> multimap;the multimap to constrain;true
com.google.common.collect.MapConstraints;Multimap constrainedMultimap(Multimap multimap, MapConstraint constraint);SetMultimap constrainedSetMultimap(SetMultimap multimap, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;Multimap constrainedMultimap(Multimap multimap, MapConstraint constraint);SortedSetMultimap constrainedSortedSetMultimap(SortedSetMultimap multimap, MapConstraint constraint);@param;Multimap<K,V> multimap;SortedSetMultimap<K,V> multimap;the multimap to constrain;true
com.google.common.collect.MapConstraints;Multimap constrainedMultimap(Multimap multimap, MapConstraint constraint);SortedSetMultimap constrainedSortedSetMultimap(SortedSetMultimap multimap, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;Multimap constrainedMultimap(Multimap multimap, MapConstraint constraint);BiMap constrainedBiMap(BiMap map, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;ListMultimap constrainedListMultimap(ListMultimap multimap, MapConstraint constraint);SetMultimap constrainedSetMultimap(SetMultimap multimap, MapConstraint constraint);@return;;;a constrained view of the specified multimap;false
com.google.common.collect.MapConstraints;ListMultimap constrainedListMultimap(ListMultimap multimap, MapConstraint constraint);SetMultimap constrainedSetMultimap(SetMultimap multimap, MapConstraint constraint);@param;ListMultimap<K,V> multimap;SetMultimap<K,V> multimap;the multimap to constrain;true
com.google.common.collect.MapConstraints;ListMultimap constrainedListMultimap(ListMultimap multimap, MapConstraint constraint);SetMultimap constrainedSetMultimap(SetMultimap multimap, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;ListMultimap constrainedListMultimap(ListMultimap multimap, MapConstraint constraint);SortedSetMultimap constrainedSortedSetMultimap(SortedSetMultimap multimap, MapConstraint constraint);@return;;;a constrained view of the specified multimap;false
com.google.common.collect.MapConstraints;ListMultimap constrainedListMultimap(ListMultimap multimap, MapConstraint constraint);SortedSetMultimap constrainedSortedSetMultimap(SortedSetMultimap multimap, MapConstraint constraint);@param;ListMultimap<K,V> multimap;SortedSetMultimap<K,V> multimap;the multimap to constrain;true
com.google.common.collect.MapConstraints;ListMultimap constrainedListMultimap(ListMultimap multimap, MapConstraint constraint);SortedSetMultimap constrainedSortedSetMultimap(SortedSetMultimap multimap, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;ListMultimap constrainedListMultimap(ListMultimap multimap, MapConstraint constraint);BiMap constrainedBiMap(BiMap map, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;SetMultimap constrainedSetMultimap(SetMultimap multimap, MapConstraint constraint);SortedSetMultimap constrainedSortedSetMultimap(SortedSetMultimap multimap, MapConstraint constraint);@return;;;a constrained view of the specified multimap;false
com.google.common.collect.MapConstraints;SetMultimap constrainedSetMultimap(SetMultimap multimap, MapConstraint constraint);SortedSetMultimap constrainedSortedSetMultimap(SortedSetMultimap multimap, MapConstraint constraint);@param;SetMultimap<K,V> multimap;SortedSetMultimap<K,V> multimap;the multimap to constrain;true
com.google.common.collect.MapConstraints;SetMultimap constrainedSetMultimap(SetMultimap multimap, MapConstraint constraint);SortedSetMultimap constrainedSortedSetMultimap(SortedSetMultimap multimap, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;SetMultimap constrainedSetMultimap(SetMultimap multimap, MapConstraint constraint);BiMap constrainedBiMap(BiMap map, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.MapConstraints;SortedSetMultimap constrainedSortedSetMultimap(SortedSetMultimap multimap, MapConstraint constraint);BiMap constrainedBiMap(BiMap map, MapConstraint constraint);@param;MapConstraint<? super K,? super V> constraint;MapConstraint<? super K,? super V> constraint;the constraint that validates added entries;true
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet.Builder builder();ImmutableSortedSet of(E element);@throws;;;always;true
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet.Builder builder();ImmutableSortedSet of(E e1, E e2);@throws;;;always;true
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet.Builder builder();ImmutableSortedSet of(E e1, E e2, E e3);@throws;;;always;true
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet.Builder builder();ImmutableSortedSet of(E e1, E e2, E e3, E e4);@throws;;;always;true
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet.Builder builder();ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5);@throws;;;always;true
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet.Builder builder();ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5, E e6, E remaining);@throws;;;always;true
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet.Builder builder();ImmutableSortedSet copyOf(E[] elements);@throws;;;always;true
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E element);ImmutableSortedSet of(E e1, E e2);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E element);ImmutableSortedSet of(E e1, E e2, E e3);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E element);ImmutableSortedSet of(E e1, E e2, E e3, E e4);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E element);ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E element);ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5, E e6, E remaining);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E element);ImmutableSortedSet copyOf(E[] elements);@throws;;;always;true
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2);ImmutableSortedSet of(E e1, E e2, E e3);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2);ImmutableSortedSet of(E e1, E e2, E e3, E e4);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2);ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2);ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5, E e6, E remaining);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2);ImmutableSortedSet copyOf(E[] elements);@throws;;;always;true
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2, E e3);ImmutableSortedSet of(E e1, E e2, E e3, E e4);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2, E e3);ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2, E e3);ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5, E e6, E remaining);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2, E e3);ImmutableSortedSet copyOf(E[] elements);@throws;;;always;true
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2, E e3, E e4);ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2, E e3, E e4);ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5, E e6, E remaining);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2, E e3, E e4);ImmutableSortedSet copyOf(E[] elements);@throws;;;always;true
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5);ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5, E e6, E remaining);Whole;;;Not supported. <b>You are attempting to create a set that may contain a non-{@code Comparable} element.</b> Proper calls will resolve to the version in {@code ImmutableSortedSet}, not this dummy version.    @throws always;false
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5);ImmutableSortedSet copyOf(E[] elements);@throws;;;always;true
com.google.common.collect.ImmutableSortedSetFauxverideShim;ImmutableSortedSet of(E e1, E e2, E e3, E e4, E e5, E e6, E remaining);ImmutableSortedSet copyOf(E[] elements);@throws;;;always;true
com.google.common.collect.Iterables;boolean removeAll(Iterable removeFrom, Collection elementsToRemove);boolean retainAll(Iterable removeFrom, Collection elementsToRetain);@return;;;true if any element was removed from iterable;false
com.google.common.collect.Iterables;boolean removeAll(Iterable removeFrom, Collection elementsToRemove);boolean retainAll(Iterable removeFrom, Collection elementsToRetain);@param;Iterable<?> removeFrom;Iterable<?> removeFrom;the iterable to (potentially) remove elements from;true
com.google.common.collect.Iterables;boolean removeAll(Iterable removeFrom, Collection elementsToRemove);boolean removeIf(Iterable removeFrom, Predicate predicate);@param;Iterable<?> removeFrom;Iterable<T> removeFrom;the iterable to (potentially) remove elements from;true
com.google.common.collect.Iterables;boolean retainAll(Iterable removeFrom, Collection elementsToRetain);boolean removeIf(Iterable removeFrom, Predicate predicate);@param;Iterable<?> removeFrom;Iterable<T> removeFrom;the iterable to (potentially) remove elements from;true
com.google.common.collect.Iterables;T getOnlyElement(Iterable iterable);T getLast(Iterable iterable);@throws;;;if the iterable is empty;true
com.google.common.collect.Iterables;T[] toArray(Iterable iterable, Class type);Object[] toArray(Iterable iterable);Free text;;;Copies an iterable's elements into an array. ;true
com.google.common.collect.Iterables;T[] toArray(Iterable iterable, Class type);Object[] toArray(Iterable iterable);@return;;;a newly-allocated array into which all the elements of the iterable have been copied;true
com.google.common.collect.Iterables;T[] toArray(Iterable iterable, Class type);Object[] toArray(Iterable iterable);@param;Iterable<? extends T> iterable;Iterable<?> iterable;the iterable to copy;true
com.google.common.collect.Iterables;Iterable partition(Iterable iterable, int size);Iterable paddedPartition(Iterable iterable, int size);@param;Iterable<T> iterable;Iterable<T> iterable;the iterable to return a partitioned view of;true
com.google.common.collect.Iterables;Iterable partition(Iterable iterable, int size);Iterable paddedPartition(Iterable iterable, int size);@throws;;;if size is nonpositive;true
com.google.common.collect.Iterables;T get(Iterable iterable, int position);T get(Iterable iterable, int position, T defaultValue);@param;int position;int position;position of the element to return;true
com.google.common.collect.Iterators;UnmodifiableIterator unmodifiableIterator(UnmodifiableIterator iterator);PeekingIterator peekingIterator(PeekingIterator iterator);Whole;;;Simply returns its argument. @deprecated no need to use this    ;false
com.google.common.collect.Iterators;boolean removeAll(Iterator removeFrom, Collection elementsToRemove);boolean removeIf(Iterator removeFrom, Predicate predicate);@param;Iterator<?> removeFrom;Iterator<T> removeFrom;the iterator to (potentially) remove elements from;true
com.google.common.collect.Iterators;boolean removeAll(Iterator removeFrom, Collection elementsToRemove);boolean retainAll(Iterator removeFrom, Collection elementsToRetain);@return;;;true if any element was removed from iterator;false
com.google.common.collect.Iterators;boolean removeAll(Iterator removeFrom, Collection elementsToRemove);boolean retainAll(Iterator removeFrom, Collection elementsToRetain);@param;Iterator<?> removeFrom;Iterator<?> removeFrom;the iterator to (potentially) remove elements from;true
com.google.common.collect.Iterators;boolean removeIf(Iterator removeFrom, Predicate predicate);boolean retainAll(Iterator removeFrom, Collection elementsToRetain);@param;Iterator<T> removeFrom;Iterator<?> removeFrom;the iterator to (potentially) remove elements from;true
com.google.common.collect.Iterators;T getOnlyElement(Iterator iterator);T getOnlyElement(Iterator iterator, T defaultValue);@throws;;;if the iterator contains multiple elements. The state of the iterator is unspecified.;true
com.google.common.collect.Iterators;T getOnlyElement(Iterator iterator);T getLast(Iterator iterator);@throws;;;if the iterator is empty;true
com.google.common.collect.Iterators;UnmodifiableIterator partition(Iterator iterator, int size);UnmodifiableIterator paddedPartition(Iterator iterator, int size);@param;Iterator<T> iterator;Iterator<T> iterator;the iterator to return a partitioned view of;true
com.google.common.collect.Iterators;UnmodifiableIterator partition(Iterator iterator, int size);UnmodifiableIterator paddedPartition(Iterator iterator, int size);@throws;;;if size is nonpositive;true
com.google.common.collect.Iterators;T get(Iterator iterator, int position);T get(Iterator iterator, int position, T defaultValue);@param;int position;int position;position of the element to return;true
com.google.common.collect.Iterators;T getNext(Iterator iterator, T defaultValue);T getLast(Iterator iterator, T defaultValue);@param;T defaultValue;T defaultValue;the default value to return if the iterator is empty;true
