Class;Method1;Method2;Type;Param1;Param2;Cloned text;Legit?
org.apache.lucene.codecs.DocValuesConsumer;void addNumericField(FieldInfo field, DocValuesProducer valuesProducer);void addBinaryField(FieldInfo field, DocValuesProducer valuesProducer);@throws;;;if an I/O error occurred.;true
org.apache.lucene.codecs.DocValuesConsumer;void addNumericField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedField(FieldInfo field, DocValuesProducer valuesProducer);@param;FieldInfo field;FieldInfo field;field information;true
org.apache.lucene.codecs.DocValuesConsumer;void addNumericField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedField(FieldInfo field, DocValuesProducer valuesProducer);@throws;;;if an I/O error occurred.;true
org.apache.lucene.codecs.DocValuesConsumer;void addNumericField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedNumericField(FieldInfo field, DocValuesProducer valuesProducer);@param;FieldInfo field;FieldInfo field;field information;true
org.apache.lucene.codecs.DocValuesConsumer;void addNumericField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedNumericField(FieldInfo field, DocValuesProducer valuesProducer);@throws;;;if an I/O error occurred.;true
org.apache.lucene.codecs.DocValuesConsumer;void addNumericField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedSetField(FieldInfo field, DocValuesProducer valuesProducer);@param;FieldInfo field;FieldInfo field;field information;true
org.apache.lucene.codecs.DocValuesConsumer;void addNumericField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedSetField(FieldInfo field, DocValuesProducer valuesProducer);@throws;;;if an I/O error occurred.;true
org.apache.lucene.codecs.DocValuesConsumer;void addBinaryField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedField(FieldInfo field, DocValuesProducer valuesProducer);@param;FieldInfo field;FieldInfo field;field information;true
org.apache.lucene.codecs.DocValuesConsumer;void addBinaryField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedField(FieldInfo field, DocValuesProducer valuesProducer);@throws;;;if an I/O error occurred.;true
org.apache.lucene.codecs.DocValuesConsumer;void addBinaryField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedNumericField(FieldInfo field, DocValuesProducer valuesProducer);@param;FieldInfo field;FieldInfo field;field information;true
org.apache.lucene.codecs.DocValuesConsumer;void addBinaryField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedNumericField(FieldInfo field, DocValuesProducer valuesProducer);@throws;;;if an I/O error occurred.;true
org.apache.lucene.codecs.DocValuesConsumer;void addBinaryField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedSetField(FieldInfo field, DocValuesProducer valuesProducer);@param;FieldInfo field;FieldInfo field;field information;true
org.apache.lucene.codecs.DocValuesConsumer;void addBinaryField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedSetField(FieldInfo field, DocValuesProducer valuesProducer);@throws;;;if an I/O error occurred.;true
org.apache.lucene.codecs.DocValuesConsumer;void addSortedField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedNumericField(FieldInfo field, DocValuesProducer valuesProducer);@param;FieldInfo field;FieldInfo field;field information;true
org.apache.lucene.codecs.DocValuesConsumer;void addSortedField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedNumericField(FieldInfo field, DocValuesProducer valuesProducer);@throws;;;if an I/O error occurred.;true
org.apache.lucene.codecs.DocValuesConsumer;void addSortedField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedSetField(FieldInfo field, DocValuesProducer valuesProducer);@param;FieldInfo field;FieldInfo field;field information;true
org.apache.lucene.codecs.DocValuesConsumer;void addSortedField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedSetField(FieldInfo field, DocValuesProducer valuesProducer);@throws;;;if an I/O error occurred.;true
org.apache.lucene.codecs.DocValuesConsumer;void addSortedNumericField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedSetField(FieldInfo field, DocValuesProducer valuesProducer);@param;FieldInfo field;FieldInfo field;field information;true
org.apache.lucene.codecs.DocValuesConsumer;void addSortedNumericField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedSetField(FieldInfo field, DocValuesProducer valuesProducer);@param;DocValuesProducer valuesProducer;DocValuesProducer valuesProducer;produces the values to write;true
org.apache.lucene.codecs.DocValuesConsumer;void addSortedNumericField(FieldInfo field, DocValuesProducer valuesProducer);void addSortedSetField(FieldInfo field, DocValuesProducer valuesProducer);@throws;;;if an I/O error occurred.;true
org.apache.lucene.codecs.CodecUtil;void writeHeader(DataOutput out, String codec, int version);void writeIndexHeader(DataOutput out, String codec, int version, byte[] id, String suffix);@param;DataOutput out;DataOutput out;Output stream;true
org.apache.lucene.codecs.CodecUtil;void writeHeader(DataOutput out, String codec, int version);void writeIndexHeader(DataOutput out, String codec, int version, byte[] id, String suffix);@param;int version;int version;Version number;true
org.apache.lucene.codecs.CodecUtil;void writeHeader(DataOutput out, String codec, int version);void writeIndexHeader(DataOutput out, String codec, int version, byte[] id, String suffix);@throws;;;If there is an I/O error writing to the underlying medium.;true
org.apache.lucene.codecs.CodecUtil;void writeHeader(DataOutput out, String codec, int version);void writeFooter(IndexOutput out);@param;DataOutput out;IndexOutput out;Output stream;true
org.apache.lucene.codecs.CodecUtil;void writeHeader(DataOutput out, String codec, int version);void writeFooter(IndexOutput out);@throws;;;If there is an I/O error writing to the underlying medium.;true
org.apache.lucene.codecs.CodecUtil;void writeIndexHeader(DataOutput out, String codec, int version, byte[] id, String suffix);void writeFooter(IndexOutput out);@param;DataOutput out;IndexOutput out;Output stream;true
org.apache.lucene.codecs.CodecUtil;void writeIndexHeader(DataOutput out, String codec, int version, byte[] id, String suffix);void writeFooter(IndexOutput out);@throws;;;If there is an I/O error writing to the underlying medium.;true
org.apache.lucene.codecs.CodecUtil;int headerLength(String codec);int indexHeaderLength(String codec, String suffix);@param;String codec;String codec;Codec name.;true
org.apache.lucene.codecs.CodecUtil;int checkHeader(DataInput in, String codec, int minVersion, int maxVersion);int checkIndexHeader(DataInput in, String codec, int minVersion, int maxVersion, byte[] expectedID, String expectedSuffix);@param;DataInput in;DataInput in;Input stream, positioned at the point where the header was previously written. Typically this is located at the beginning of the file.;true
org.apache.lucene.codecs.CodecUtil;int checkHeader(DataInput in, String codec, int minVersion, int maxVersion);int checkIndexHeader(DataInput in, String codec, int minVersion, int maxVersion, byte[] expectedID, String expectedSuffix);@param;String codec;String codec;The expected codec name.;true
org.apache.lucene.codecs.CodecUtil;int checkHeader(DataInput in, String codec, int minVersion, int maxVersion);int checkIndexHeader(DataInput in, String codec, int minVersion, int maxVersion, byte[] expectedID, String expectedSuffix);@param;int minVersion;int minVersion;The minimum supported expected version number.;true
org.apache.lucene.codecs.CodecUtil;int checkHeader(DataInput in, String codec, int minVersion, int maxVersion);int checkIndexHeader(DataInput in, String codec, int minVersion, int maxVersion, byte[] expectedID, String expectedSuffix);@param;int maxVersion;int maxVersion;The maximum supported expected version number.;true
org.apache.lucene.codecs.CodecUtil;int checkHeader(DataInput in, String codec, int minVersion, int maxVersion);int checkIndexHeader(DataInput in, String codec, int minVersion, int maxVersion, byte[] expectedID, String expectedSuffix);@throws;;;If the actual version is less than minVersion.;true
org.apache.lucene.codecs.CodecUtil;int checkHeader(DataInput in, String codec, int minVersion, int maxVersion);int checkIndexHeader(DataInput in, String codec, int minVersion, int maxVersion, byte[] expectedID, String expectedSuffix);@throws;;;If the actual version is greater than maxVersion.;true
org.apache.lucene.codecs.CodecUtil;int checkHeader(DataInput in, String codec, int minVersion, int maxVersion);int checkIndexHeader(DataInput in, String codec, int minVersion, int maxVersion, byte[] expectedID, String expectedSuffix);@throws;;;If there is an I/O error reading from the underlying medium.;true
org.apache.lucene.codecs.CodecUtil;int checkHeader(DataInput in, String codec, int minVersion, int maxVersion);void verifyAndCopyIndexHeader(IndexInput in, DataOutput out, byte[] expectedID);@throws;;;If there is an I/O error reading from the underlying medium.;true
org.apache.lucene.codecs.CodecUtil;int checkIndexHeader(DataInput in, String codec, int minVersion, int maxVersion, byte[] expectedID, String expectedSuffix);void verifyAndCopyIndexHeader(IndexInput in, DataOutput out, byte[] expectedID);@throws;;;If there is an I/O error reading from the underlying medium.;true
org.apache.lucene.codecs.CodecUtil;long checkFooter(ChecksumIndexInput in);long retrieveChecksum(IndexInput in);@return;;;actual checksum value;false
org.apache.lucene.codecs.CodecUtil;long readCRC(IndexInput input);void writeCRC(IndexOutput output);@throws;;;if CRC is formatted incorrectly (wrong bits set);false
org.apache.lucene.codecs.CodecUtil;long readCRC(IndexInput input);void writeCRC(IndexOutput output);@throws;;;if an i/o error occurs;true
org.apache.lucene.codecs.lucene50.Lucene50CompoundReader;void deleteFile(String name);void rename(String from, String to);Whole;;;   @throws always: not supported by CFS;false
org.apache.lucene.codecs.lucene50.ForUtil;void writeBlock(int[] data, byte[] encoded, IndexOutput out);void readBlock(IndexInput in, byte[] encoded, int[] decoded);@throws;;;If there is a low-level I/O error;true
org.apache.lucene.codecs.lucene50.ForUtil;void writeBlock(int[] data, byte[] encoded, IndexOutput out);void skipBlock(IndexInput in);@throws;;;If there is a low-level I/O error;true
org.apache.lucene.codecs.lucene50.ForUtil;void readBlock(IndexInput in, byte[] encoded, int[] decoded);void skipBlock(IndexInput in);@throws;;;If there is a low-level I/O error;true
org.apache.lucene.codecs.DocValuesProducer;NumericDocValues getNumeric(FieldInfo field);BinaryDocValues getBinary(FieldInfo field);Whole;;; The returned instance need not be thread-safe: it will only be  used by a single thread.    ;false
org.apache.lucene.codecs.DocValuesProducer;NumericDocValues getNumeric(FieldInfo field);SortedDocValues getSorted(FieldInfo field);Whole;;; The returned instance need not be thread-safe: it will only be  used by a single thread.    ;false
org.apache.lucene.codecs.DocValuesProducer;NumericDocValues getNumeric(FieldInfo field);SortedNumericDocValues getSortedNumeric(FieldInfo field);Whole;;; The returned instance need not be thread-safe: it will only be  used by a single thread.    ;false
org.apache.lucene.codecs.DocValuesProducer;NumericDocValues getNumeric(FieldInfo field);SortedSetDocValues getSortedSet(FieldInfo field);Whole;;; The returned instance need not be thread-safe: it will only be  used by a single thread.    ;false
org.apache.lucene.codecs.DocValuesProducer;BinaryDocValues getBinary(FieldInfo field);SortedDocValues getSorted(FieldInfo field);Whole;;; The returned instance need not be thread-safe: it will only be  used by a single thread.    ;false
org.apache.lucene.codecs.DocValuesProducer;BinaryDocValues getBinary(FieldInfo field);SortedNumericDocValues getSortedNumeric(FieldInfo field);Whole;;; The returned instance need not be thread-safe: it will only be  used by a single thread.    ;false
org.apache.lucene.codecs.DocValuesProducer;BinaryDocValues getBinary(FieldInfo field);SortedSetDocValues getSortedSet(FieldInfo field);Whole;;; The returned instance need not be thread-safe: it will only be  used by a single thread.    ;false
org.apache.lucene.codecs.DocValuesProducer;SortedDocValues getSorted(FieldInfo field);SortedNumericDocValues getSortedNumeric(FieldInfo field);Whole;;; The returned instance need not be thread-safe: it will only be  used by a single thread.    ;false
org.apache.lucene.codecs.DocValuesProducer;SortedDocValues getSorted(FieldInfo field);SortedSetDocValues getSortedSet(FieldInfo field);Whole;;; The returned instance need not be thread-safe: it will only be  used by a single thread.    ;false
org.apache.lucene.codecs.DocValuesProducer;SortedNumericDocValues getSortedNumeric(FieldInfo field);SortedSetDocValues getSortedSet(FieldInfo field);Whole;;; The returned instance need not be thread-safe: it will only be  used by a single thread.    ;false
org.apache.lucene.codecs.Codec;Codec getDefault();void setDefault(Codec codec);Whole;;; {@link IndexWriterConfig}s.    ;false
org.apache.lucene.analysis.Analyzer;TokenStream tokenStream(String fieldName, Reader reader);TokenStream tokenStream(String fieldName, String text);@return;;;TokenStream for iterating the analyzed content of reader;true
org.apache.lucene.analysis.Analyzer;TokenStream tokenStream(String fieldName, Reader reader);TokenStream tokenStream(String fieldName, String text);@param;String fieldName;String fieldName;the name of the field the created TokenStream is used for;true
org.apache.lucene.analysis.Analyzer;TokenStream tokenStream(String fieldName, Reader reader);TokenStream tokenStream(String fieldName, String text);@throws;;;if the Analyzer is closed.;true
org.apache.lucene.analysis.tokenattributes.PackedTokenAttributeImpl;void setPositionIncrement(int positionIncrement);int getPositionIncrement();Whole;;;{@inheritDoc} @see PositionIncrementAttribute    ;false
org.apache.lucene.analysis.tokenattributes.PackedTokenAttributeImpl;void setPositionLength(int positionLength);int getPositionLength();Whole;;;{@inheritDoc} @see PositionLengthAttribute    ;false
org.apache.lucene.analysis.tokenattributes.PackedTokenAttributeImpl;int startOffset();int endOffset();Whole;;;{@inheritDoc} @see OffsetAttribute    ;false
org.apache.lucene.analysis.tokenattributes.PackedTokenAttributeImpl;int startOffset();void setOffset(int startOffset, int endOffset);Whole;;;{@inheritDoc} @see OffsetAttribute    ;false
org.apache.lucene.analysis.tokenattributes.PackedTokenAttributeImpl;int endOffset();void setOffset(int startOffset, int endOffset);Whole;;;{@inheritDoc} @see OffsetAttribute    ;false
org.apache.lucene.analysis.tokenattributes.PackedTokenAttributeImpl;String type();void setType(String type);Whole;;;{@inheritDoc} @see TypeAttribute    ;false
org.apache.lucene.analysis.CharArrayMap; CharArrayMap(int startSize, boolean ignoreCase); CharArrayMap(Map c, boolean ignoreCase);@param;boolean ignoreCase;boolean ignoreCase;false if and only if the set should be case sensitive otherwise true.;true
org.apache.lucene.analysis.CharacterUtils;void toLowerCase(char[] buffer, int offset, int limit);void toUpperCase(char[] buffer, int offset, int limit);@param;int offset;int offset;the offset to start at;true
org.apache.lucene.analysis.CharacterUtils;void toLowerCase(char[] buffer, int offset, int limit);void toUpperCase(char[] buffer, int offset, int limit);@param;int limit;int limit;the max char in the buffer to lower case;true
org.apache.lucene.analysis.StopwordAnalyzerBase;CharArraySet loadStopwordSet(boolean ignoreCase, Class aClass, String resource, String comment);CharArraySet loadStopwordSet(Path stopwords);@return;;;a CharArraySet containing the distinct stopwords from the given file;true
org.apache.lucene.analysis.StopwordAnalyzerBase;CharArraySet loadStopwordSet(boolean ignoreCase, Class aClass, String resource, String comment);CharArraySet loadStopwordSet(Path stopwords);@throws;;;if loading the stopwords throws an IOException;true
org.apache.lucene.analysis.StopwordAnalyzerBase;CharArraySet loadStopwordSet(boolean ignoreCase, Class aClass, String resource, String comment);CharArraySet loadStopwordSet(Reader stopwords);@throws;;;if loading the stopwords throws an IOException;true
org.apache.lucene.analysis.StopwordAnalyzerBase;CharArraySet loadStopwordSet(Path stopwords);CharArraySet loadStopwordSet(Reader stopwords);@throws;;;if loading the stopwords throws an IOException;true
org.apache.lucene.analysis.Tokenizer; Tokenizer(); Tokenizer(AttributeFactory factory);Free text;;;Construct a tokenizer with no input, awaiting a call to {@link #setReader(java.io.Reader)} to provide input. ;true
org.apache.lucene.analysis.StopFilter;CharArraySet makeStopSet(String stopWords);CharArraySet makeStopSet(List stopWords);Free text;;;Builds a Set from an array of stop words, appropriate for passing into the StopFilter constructor. This permits this stopWords construction to be cached once when an Analyzer is constructed. ;true
org.apache.lucene.analysis.StopFilter;CharArraySet makeStopSet(String stopWords);CharArraySet makeStopSet(String[] stopWords, boolean ignoreCase);@param;String stopWords;String[] stopWords;An array of stopwords;true
org.apache.lucene.analysis.StopFilter;CharArraySet makeStopSet(List stopWords);CharArraySet makeStopSet(List stopWords, boolean ignoreCase);@return;;;A Set (CharArraySet) containing the words;true
org.apache.lucene.analysis.StopFilter;CharArraySet makeStopSet(List stopWords);CharArraySet makeStopSet(List stopWords, boolean ignoreCase);@param;List<?> stopWords;List<?> stopWords;A List of Strings or char[] or any other toString()-able list representing the stopwords;true
org.apache.lucene.analysis.AnalyzerWrapper;Analyzer getWrappedAnalyzer(String fieldName);TokenStreamComponents wrapComponents(String fieldName, TokenStreamComponents components);@param;String fieldName;String fieldName;Name of the field which is to be analyzed;true
org.apache.lucene.analysis.AnalyzerWrapper;Analyzer getWrappedAnalyzer(String fieldName);TokenStream wrapTokenStreamForNormalization(String fieldName, TokenStream in);@param;String fieldName;String fieldName;Name of the field which is to be analyzed;true
org.apache.lucene.analysis.AnalyzerWrapper;TokenStreamComponents wrapComponents(String fieldName, TokenStreamComponents components);TokenStream wrapTokenStreamForNormalization(String fieldName, TokenStream in);@return;;;Wrapped / altered TokenStreamComponents.;false
org.apache.lucene.analysis.AnalyzerWrapper;TokenStreamComponents wrapComponents(String fieldName, TokenStreamComponents components);TokenStream wrapTokenStreamForNormalization(String fieldName, TokenStream in);@param;String fieldName;String fieldName;Name of the field which is to be analyzed;true
org.apache.lucene.analysis.AnalyzerWrapper;Reader wrapReader(String fieldName, Reader reader);Reader wrapReaderForNormalization(String fieldName, Reader reader);@return;;;the wrapped reader;false
org.apache.lucene.analysis.AnalyzerWrapper;Reader wrapReader(String fieldName, Reader reader);Reader wrapReaderForNormalization(String fieldName, Reader reader);@param;String fieldName;String fieldName;name of the field which is to be analyzed;true
org.apache.lucene.analysis.AnalyzerWrapper;Reader wrapReader(String fieldName, Reader reader);Reader wrapReaderForNormalization(String fieldName, Reader reader);@param;Reader reader;Reader reader;the reader to wrap;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, CharArraySet result);CharArraySet getWordSet(Reader reader);Free text;;;Reads lines from a Reader and adds every line as an entry to a CharArraySet (omitting leading and trailing whitespace). Every line of the Reader should contain only one word. The words need to be in lowercase if you make use of an Analyzer which uses LowerCaseFilter (like StandardAnalyzer). ;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, CharArraySet result);CharArraySet getWordSet(Reader reader);@param;Reader reader;Reader reader;Reader containing the wordlist;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, CharArraySet result);CharArraySet getWordSet(Reader reader, String comment);@param;Reader reader;Reader reader;Reader containing the wordlist;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, CharArraySet result);CharArraySet getWordSet(Reader reader, String comment, CharArraySet result);@return;;;the given CharArraySet with the reader's words;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, CharArraySet result);CharArraySet getWordSet(Reader reader, String comment, CharArraySet result);@param;Reader reader;Reader reader;Reader containing the wordlist;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, CharArraySet result);CharArraySet getWordSet(Reader reader, String comment, CharArraySet result);@param;CharArraySet result;CharArraySet result;the CharArraySet to fill with the readers words;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, CharArraySet result);CharArraySet getSnowballWordSet(Reader reader, CharArraySet result);@return;;;the given CharArraySet with the reader's words;false
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, CharArraySet result);CharArraySet getSnowballWordSet(Reader reader, CharArraySet result);@param;CharArraySet result;CharArraySet result;the CharArraySet to fill with the readers words;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader);CharArraySet getWordSet(Reader reader, String comment);@return;;;A CharArraySet with the reader's words;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader);CharArraySet getWordSet(Reader reader, String comment);@param;Reader reader;Reader reader;Reader containing the wordlist;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader);CharArraySet getWordSet(Reader reader, String comment, CharArraySet result);@param;Reader reader;Reader reader;Reader containing the wordlist;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader);CharArraySet getSnowballWordSet(Reader reader);@return;;;A CharArraySet with the reader's words;false
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, String comment);CharArraySet getWordSet(Reader reader, String comment, CharArraySet result);Free text;;;Reads lines from a Reader and adds every non-comment line as an entry to a CharArraySet (omitting leading and trailing whitespace). Every line of the Reader should contain only one word. The words need to be in lowercase if you make use of an Analyzer which uses LowerCaseFilter (like StandardAnalyzer). ;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, String comment);CharArraySet getWordSet(Reader reader, String comment, CharArraySet result);@param;Reader reader;Reader reader;Reader containing the wordlist;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, String comment);CharArraySet getWordSet(Reader reader, String comment, CharArraySet result);@param;String comment;String comment;The string representing a comment.;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, String comment);CharArraySet getSnowballWordSet(Reader reader);@return;;;A CharArraySet with the reader's words;false
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, String comment, CharArraySet result);CharArraySet getSnowballWordSet(Reader reader, CharArraySet result);@return;;;the given CharArraySet with the reader's words;false
org.apache.lucene.analysis.WordlistLoader;CharArraySet getWordSet(Reader reader, String comment, CharArraySet result);CharArraySet getSnowballWordSet(Reader reader, CharArraySet result);@param;CharArraySet result;CharArraySet result;the CharArraySet to fill with the readers words;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getSnowballWordSet(Reader reader, CharArraySet result);CharArraySet getSnowballWordSet(Reader reader);Free text;;;Reads stopwords from a stopword list in Snowball format. <p> The snowball format is the following: <ul> <li>Lines may contain multiple words separated by whitespace. <li>The comment character is the vertical line (&#124,). <li>Lines may contain trailing comments. </ul> ;true
org.apache.lucene.analysis.WordlistLoader;CharArraySet getSnowballWordSet(Reader reader, CharArraySet result);CharArraySet getSnowballWordSet(Reader reader);@param;Reader reader;Reader reader;Reader containing a Snowball stopword list;true
org.apache.lucene.analysis.WordlistLoader;CharArrayMap getStemDict(Reader reader, CharArrayMap result);List getLines(InputStream stream, Charset charset);@throws;;;If there is a low-level I/O error.;true
org.apache.lucene.analysis.CharArraySet; CharArraySet(int startSize, boolean ignoreCase); CharArraySet(Collection c, boolean ignoreCase);@param;boolean ignoreCase;boolean ignoreCase;false if and only if the set should be case sensitive otherwise true.;true
org.apache.lucene.util.BitUtil;long pop_intersect(long[] arr1, long[] arr2, int wordOffset, int numWords);long pop_union(long[] arr1, long[] arr2, int wordOffset, int numWords);Whole;;; Neither array is modified.    ;false
org.apache.lucene.util.BitUtil;long pop_intersect(long[] arr1, long[] arr2, int wordOffset, int numWords);long pop_andnot(long[] arr1, long[] arr2, int wordOffset, int numWords);Whole;;; Neither array is modified.    ;false
org.apache.lucene.util.BitUtil;long pop_intersect(long[] arr1, long[] arr2, int wordOffset, int numWords);long pop_xor(long[] arr1, long[] arr2, int wordOffset, int numWords);Free text;;; Neither array is modified. ;false
org.apache.lucene.util.BitUtil;long pop_union(long[] arr1, long[] arr2, int wordOffset, int numWords);long pop_andnot(long[] arr1, long[] arr2, int wordOffset, int numWords);Whole;;; Neither array is modified.    ;false
org.apache.lucene.util.BitUtil;long pop_union(long[] arr1, long[] arr2, int wordOffset, int numWords);long pop_xor(long[] arr1, long[] arr2, int wordOffset, int numWords);Free text;;; Neither array is modified. ;false
org.apache.lucene.util.BitUtil;long pop_andnot(long[] arr1, long[] arr2, int wordOffset, int numWords);long pop_xor(long[] arr1, long[] arr2, int wordOffset, int numWords);Free text;;; Neither array is modified. ;false
org.apache.lucene.util.SloppyMath;double haversinMeters(double lat1, double lon1, double lat2, double lon2);double haversinMeters(double sortKey);@return;;;distance in meters.;true
org.apache.lucene.util.SloppyMath;double haversinMeters(double lat1, double lon1, double lat2, double lon2);double haversinKilometers(double lat1, double lon1, double lat2, double lon2);@param;double lat1;double lat1;Latitude of the first point.;true
org.apache.lucene.util.SloppyMath;double haversinMeters(double lat1, double lon1, double lat2, double lon2);double haversinKilometers(double lat1, double lon1, double lat2, double lon2);@param;double lon1;double lon1;Longitude of the first point.;true
org.apache.lucene.util.SloppyMath;double haversinMeters(double lat1, double lon1, double lat2, double lon2);double haversinKilometers(double lat1, double lon1, double lat2, double lon2);@param;double lat2;double lat2;Latitude of the second point.;true
org.apache.lucene.util.SloppyMath;double haversinMeters(double lat1, double lon1, double lat2, double lon2);double haversinKilometers(double lat1, double lon1, double lat2, double lon2);@param;double lon2;double lon2;Longitude of the second point.;true
org.apache.lucene.util.MapOfSets;int put(K key, V val);int putAll(K key, Collection vals);@return;;;the size of the Set associated with key once val is added to it.;false
