Class;Method1;Method2;Type;Param1;Param2;Cloned text;Legit?
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTypeAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitParameterAnnotation(int parameter, String desc, boolean visible);@param;boolean visible;boolean visible;true if the annotation is visible at runtime.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTypeAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@return;;;a visitor to visit the annotation values, or null if this visitor is not interested in visiting this annotation.;false
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTypeAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@param;TypePath typePath;TypePath typePath;the path to the annotated type argument, wildcard bound, array element type, or static inner type within 'typeRef'. May be null if the annotation targets 'typeRef' as a whole.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTypeAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@param;String desc;String desc;the class descriptor of the annotation class.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTypeAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@param;boolean visible;boolean visible;true if the annotation is visible at runtime.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTypeAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@return;;;a visitor to visit the annotation values, or null if this visitor is not interested in visiting this annotation.;false
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTypeAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@param;TypePath typePath;TypePath typePath;the path to the annotated type argument, wildcard bound, array element type, or static inner type within 'typeRef'. May be null if the annotation targets 'typeRef' as a whole.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTypeAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@param;String desc;String desc;the class descriptor of the annotation class.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTypeAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@param;boolean visible;boolean visible;true if the annotation is visible at runtime.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTypeAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@return;;;a visitor to visit the annotation values, or null if this visitor is not interested in visiting this annotation.;false
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTypeAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@param;TypePath typePath;TypePath typePath;the path to the annotated type argument, wildcard bound, array element type, or static inner type within 'typeRef'. May be null if the annotation targets 'typeRef' as a whole.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTypeAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@param;String desc;String desc;the class descriptor of the annotation class.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTypeAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@param;boolean visible;boolean visible;true if the annotation is visible at runtime.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitParameterAnnotation(int parameter, String desc, boolean visible);AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@return;;;a visitor to visit the annotation values, or null if this visitor is not interested in visiting this annotation.;false
org.springframework.asm.MethodVisitor;AnnotationVisitor visitParameterAnnotation(int parameter, String desc, boolean visible);AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@param;String desc;String desc;the class descriptor of the annotation class.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitParameterAnnotation(int parameter, String desc, boolean visible);AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@param;boolean visible;boolean visible;true if the annotation is visible at runtime.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitParameterAnnotation(int parameter, String desc, boolean visible);AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@return;;;a visitor to visit the annotation values, or null if this visitor is not interested in visiting this annotation.;false
org.springframework.asm.MethodVisitor;AnnotationVisitor visitParameterAnnotation(int parameter, String desc, boolean visible);AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@param;String desc;String desc;the class descriptor of the annotation class.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitParameterAnnotation(int parameter, String desc, boolean visible);AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@param;boolean visible;boolean visible;true if the annotation is visible at runtime.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitParameterAnnotation(int parameter, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@return;;;a visitor to visit the annotation values, or null if this visitor is not interested in visiting this annotation.;false
org.springframework.asm.MethodVisitor;AnnotationVisitor visitParameterAnnotation(int parameter, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@param;String desc;String desc;the class descriptor of the annotation class.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitParameterAnnotation(int parameter, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@param;boolean visible;boolean visible;true if the annotation is visible at runtime.;true
org.springframework.asm.MethodVisitor;void visitMethodInsn(int opcode, String owner, String name, String desc);void visitMethodInsn(int opcode, String owner, String name, String desc, boolean itf);Free text;;;Visits a method instruction. A method instruction is an instruction that invokes a method. ;true
org.springframework.asm.MethodVisitor;void visitMethodInsn(int opcode, String owner, String name, String desc);void visitMethodInsn(int opcode, String owner, String name, String desc, boolean itf);@param;int opcode;int opcode;the opcode of the type instruction to be visited. This opcode is either INVOKEVIRTUAL, INVOKESPECIAL, INVOKESTATIC or INVOKEINTERFACE.;true
org.springframework.asm.MethodVisitor;void visitMethodInsn(int opcode, String owner, String name, String desc);void visitMethodInsn(int opcode, String owner, String name, String desc, boolean itf);@param;String owner;String owner;the internal name of the method's owner class (see Type#getInternalName() getInternalName).;true
org.springframework.asm.MethodVisitor;void visitMethodInsn(int opcode, String owner, String name, String desc);void visitMethodInsn(int opcode, String owner, String name, String desc, boolean itf);@param;String name;String name;the method's name.;true
org.springframework.asm.MethodVisitor;void visitMethodInsn(int opcode, String owner, String name, String desc);void visitMethodInsn(int opcode, String owner, String name, String desc, boolean itf);@param;String desc;String desc;the method's descriptor (see Type Type).;true
org.springframework.asm.MethodVisitor;void visitMethodInsn(int opcode, String owner, String name, String desc);void visitInvokeDynamicInsn(String name, String desc, Handle bsm, Object bsmArgs);@param;String name;String name;the method's name.;true
org.springframework.asm.MethodVisitor;void visitMethodInsn(int opcode, String owner, String name, String desc);void visitInvokeDynamicInsn(String name, String desc, Handle bsm, Object bsmArgs);@param;String desc;String desc;the method's descriptor (see Type Type).;true
org.springframework.asm.MethodVisitor;void visitMethodInsn(int opcode, String owner, String name, String desc, boolean itf);void visitInvokeDynamicInsn(String name, String desc, Handle bsm, Object bsmArgs);@param;String name;String name;the method's name.;true
org.springframework.asm.MethodVisitor;void visitMethodInsn(int opcode, String owner, String name, String desc, boolean itf);void visitInvokeDynamicInsn(String name, String desc, Handle bsm, Object bsmArgs);@param;String desc;String desc;the method's descriptor (see Type Type).;true
org.springframework.asm.MethodVisitor;void visitTableSwitchInsn(int min, int max, Label dflt, Label labels);void visitLookupSwitchInsn(Label dflt, int[] keys, Label[] labels);@param;Label dflt;Label dflt;beginning of the default handler block.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@return;;;a visitor to visit the annotation values, or null if this visitor is not interested in visiting this annotation.;false
org.springframework.asm.MethodVisitor;AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@param;TypePath typePath;TypePath typePath;the path to the annotated type argument, wildcard bound, array element type, or static inner type within 'typeRef'. May be null if the annotation targets 'typeRef' as a whole.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@param;String desc;String desc;the class descriptor of the annotation class.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);@param;boolean visible;boolean visible;true if the annotation is visible at runtime.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@return;;;a visitor to visit the annotation values, or null if this visitor is not interested in visiting this annotation.;false
org.springframework.asm.MethodVisitor;AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@param;TypePath typePath;TypePath typePath;the path to the annotated type argument, wildcard bound, array element type, or static inner type within 'typeRef'. May be null if the annotation targets 'typeRef' as a whole.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@param;String desc;String desc;the class descriptor of the annotation class.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitInsnAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@param;boolean visible;boolean visible;true if the annotation is visible at runtime.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@return;;;a visitor to visit the annotation values, or null if this visitor is not interested in visiting this annotation.;false
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@param;TypePath typePath;TypePath typePath;the path to the annotated type argument, wildcard bound, array element type, or static inner type within 'typeRef'. May be null if the annotation targets 'typeRef' as a whole.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@param;String desc;String desc;the class descriptor of the annotation class.;true
org.springframework.asm.MethodVisitor;AnnotationVisitor visitTryCatchAnnotation(int typeRef, TypePath typePath, String desc, boolean visible);AnnotationVisitor visitLocalVariableAnnotation(int typeRef, TypePath typePath, Label[] start, Label[] end, int[] index, String desc, boolean visible);@param;boolean visible;boolean visible;true if the annotation is visible at runtime.;true
org.springframework.asm.Frame;void set(ClassWriter cw, int nLocal, Object[] local, int nStack, Object[] stack);void initInputFrame(ClassWriter cw, int access, Type[] args, int maxLocals);@param;ClassWriter cw;ClassWriter cw;the ClassWriter to which this label belongs.;true
org.springframework.asm.Frame;void set(ClassWriter cw, int nLocal, Object[] local, int nStack, Object[] stack);boolean merge(ClassWriter cw, Frame frame, int edge);@param;ClassWriter cw;ClassWriter cw;the ClassWriter to which this label belongs.;true
org.springframework.asm.Frame;void initInputFrame(ClassWriter cw, int access, Type[] args, int maxLocals);boolean merge(ClassWriter cw, Frame frame, int edge);@param;ClassWriter cw;ClassWriter cw;the ClassWriter to which this label belongs.;true
org.springframework.asm.AnnotationWriter;void put(ByteVector out);void put(AnnotationWriter[] panns, int off, ByteVector out);@param;ByteVector out;ByteVector out;where the annotations must be put.;true
org.springframework.asm.ByteVector;ByteVector putByte(int b);ByteVector put11(int b1, int b2);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putByte(int b);ByteVector put11(int b1, int b2);@param;int b;int b1;a byte.;false
org.springframework.asm.ByteVector;ByteVector putByte(int b);ByteVector putShort(int s);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putByte(int b);ByteVector put12(int b, int s);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putByte(int b);ByteVector put12(int b, int s);@param;int b;int b;a byte.;true
org.springframework.asm.ByteVector;ByteVector putByte(int b);ByteVector putInt(int i);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putByte(int b);ByteVector putLong(long l);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putByte(int b);ByteVector putUTF8(String s);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putByte(int b);ByteVector encodeUTF8(String s, int i, int maxByteLength);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putByte(int b);ByteVector putByteArray(byte[] b, int off, int len);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector put11(int b1, int b2);ByteVector putShort(int s);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector put11(int b1, int b2);ByteVector put12(int b, int s);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector put11(int b1, int b2);ByteVector put12(int b, int s);@param;int b1;int b;a byte.;false
org.springframework.asm.ByteVector;ByteVector put11(int b1, int b2);ByteVector putInt(int i);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector put11(int b1, int b2);ByteVector putLong(long l);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector put11(int b1, int b2);ByteVector putUTF8(String s);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector put11(int b1, int b2);ByteVector encodeUTF8(String s, int i, int maxByteLength);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector put11(int b1, int b2);ByteVector putByteArray(byte[] b, int off, int len);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putShort(int s);ByteVector put12(int b, int s);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putShort(int s);ByteVector put12(int b, int s);@param;int s;int s;a short.;true
org.springframework.asm.ByteVector;ByteVector putShort(int s);ByteVector putInt(int i);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putShort(int s);ByteVector putLong(long l);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putShort(int s);ByteVector putUTF8(String s);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putShort(int s);ByteVector encodeUTF8(String s, int i, int maxByteLength);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putShort(int s);ByteVector putByteArray(byte[] b, int off, int len);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector put12(int b, int s);ByteVector putInt(int i);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector put12(int b, int s);ByteVector putLong(long l);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector put12(int b, int s);ByteVector putUTF8(String s);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector put12(int b, int s);ByteVector encodeUTF8(String s, int i, int maxByteLength);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector put12(int b, int s);ByteVector putByteArray(byte[] b, int off, int len);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putInt(int i);ByteVector putLong(long l);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putInt(int i);ByteVector putUTF8(String s);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putInt(int i);ByteVector encodeUTF8(String s, int i, int maxByteLength);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putInt(int i);ByteVector putByteArray(byte[] b, int off, int len);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putLong(long l);ByteVector putUTF8(String s);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putLong(long l);ByteVector encodeUTF8(String s, int i, int maxByteLength);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putLong(long l);ByteVector putByteArray(byte[] b, int off, int len);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putUTF8(String s);ByteVector encodeUTF8(String s, int i, int maxByteLength);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector putUTF8(String s);ByteVector putByteArray(byte[] b, int off, int len);@return;;;this byte vector.;false
org.springframework.asm.ByteVector;ByteVector encodeUTF8(String s, int i, int maxByteLength);ByteVector putByteArray(byte[] b, int off, int len);@return;;;this byte vector.;false
org.springframework.asm.TypePath;int getStep(int index);int getStepArgument(int index);@param;int index;int index;an index between 0 and getLength(), exclusive.;true
org.springframework.asm.ClassWriter;int newMethodType(String methodDesc);int newHandle(int tag, String owner, String name, String desc);@return;;;the index of a new or already existing method type reference item.;false
org.springframework.asm.ClassWriter;int newMethodType(String methodDesc);int newHandle(int tag, String owner, String name, String desc, boolean itf);@return;;;the index of a new or already existing method type reference item.;false
org.springframework.asm.ClassWriter;int newModule(String moduleName);int newPackage(String packageName);@return;;;the index of a new or already existing module reference item.;false
org.springframework.asm.ClassWriter;Item newHandleItem(int tag, String owner, String name, String desc, boolean itf);int newHandle(int tag, String owner, String name, String desc);Free text;;;Adds a handle to the constant pool of the class being build. Does nothing if the constant pool already contains a similar item. <i>This method is intended for {@link Attribute} sub classes, and is normally not needed by class generators or adapters.</i> ;false
org.springframework.asm.ClassWriter;Item newHandleItem(int tag, String owner, String name, String desc, boolean itf);int newHandle(int tag, String owner, String name, String desc);@param;int tag;int tag;the kind of this handle. Must be Opcodes#H_GETFIELD, Opcodes#H_GETSTATIC, Opcodes#H_PUTFIELD, Opcodes#H_PUTSTATIC, Opcodes#H_INVOKEVIRTUAL, Opcodes#H_INVOKESTATIC, Opcodes#H_INVOKESPECIAL, Opcodes#H_NEWINVOKESPECIAL or Opcodes#H_INVOKEINTERFACE.;true
org.springframework.asm.ClassWriter;Item newHandleItem(int tag, String owner, String name, String desc, boolean itf);int newHandle(int tag, String owner, String name, String desc);@param;String owner;String owner;the internal name of the field or method owner class.;true
org.springframework.asm.ClassWriter;Item newHandleItem(int tag, String owner, String name, String desc, boolean itf);int newHandle(int tag, String owner, String name, String desc);@param;String name;String name;the name of the field or method.;true
org.springframework.asm.ClassWriter;Item newHandleItem(int tag, String owner, String name, String desc, boolean itf);int newHandle(int tag, String owner, String name, String desc);@param;String desc;String desc;the descriptor of the field or method.;true
org.springframework.asm.ClassWriter;Item newHandleItem(int tag, String owner, String name, String desc, boolean itf);int newHandle(int tag, String owner, String name, String desc, boolean itf);Free text;;;Adds a handle to the constant pool of the class being build. Does nothing if the constant pool already contains a similar item. <i>This method is intended for {@link Attribute} sub classes, and is normally not needed by class generators or adapters.</i> ;false
org.springframework.asm.ClassWriter;Item newHandleItem(int tag, String owner, String name, String desc, boolean itf);int newHandle(int tag, String owner, String name, String desc, boolean itf);@param;int tag;int tag;the kind of this handle. Must be Opcodes#H_GETFIELD, Opcodes#H_GETSTATIC, Opcodes#H_PUTFIELD, Opcodes#H_PUTSTATIC, Opcodes#H_INVOKEVIRTUAL, Opcodes#H_INVOKESTATIC, Opcodes#H_INVOKESPECIAL, Opcodes#H_NEWINVOKESPECIAL or Opcodes#H_INVOKEINTERFACE.;true
